grade,review
negative,"Откровенная халтура! Фонограмма. За столько лет могли бы и декорации привезти(сделать), и костюмы пошить! Такое ощущение, что на сцене худ.самодеятелность! Не позорьтесь - ""чес"" по маленьким городам, тоже должен удивлять, а не вызывать рвотные позывы."
negative,"С трудом заставила себя поставить оценку ""нормально"", а не ""плохо"". Причиной повышения оценки стал Вуди Аллен (автор сценария и режиссер одноименного фильма 1992 года). Фильм чудесный! Спектакль никакой. По задумке Богомолова актеры произносят текст практически без каких-либо эмоций (исключение составляют С.Колпакова и И.Верник, которые внесли живые нотки в эту пресную постановку). Не могу не отметить ужасающую игру Софьи Эрнст. Испытываешь за нее неловкость, сидя в зале: это так бездарно, что даже вызывает сильные эиоции! Ну и как же без фантастически ""смелых"" находок режиссера: мужчина на шпильках и актер, изображающий одновременно и мужчину, и женщину. Очень порадовала небольшая продолжительность спектакля. Поклонники творчества Богомолова были, конечно же, довольны."
negative," Вчера была на спектакле Пер Гюнт. Согласна с отзывом зрителя, что за 50 лет худшего спектакля не видела. Кстати обращаюсь к руководству театра. Люди, пожалейте зрителей, снимите спектакль из репертуара театра.Вспомните о чести и достоинстве. Такое понравится может людям с замутненным сознанием. У нас в ряду после первого акта осталось 4 человека, Кто-то и раньше ушёл. Господа, читайте отзывы и не ходите на сомнительное ИСКУСТВО. Вот не прочитала и поплатилась испорченный вечер. PS: К актёрам вопросов нет. Профессионалы.Хороший вокал, прекрасные сценические движения. Ещё раз: уберите спектакль из репертуара. Кстати Бутусов уехал из России и нечего делать спектаклю такого сорта на Сцене ВЕЛИКОГО ТЕАТРА. КА. "
negative,"Грусть-тоска, первое посещение спектакля в самом МХТ, а не на гастролях и такое разочарование. Верник - молодец, обаятельный и пластичный, очень милый Гаас Олег. На этом все(( Юмор на уровне Кривого зеркала, так что если вы привыкли к сильным постановкам уровня Бутусова, Фокина и других, то этот спектакль точно мимо"
negative,"Ужасный спектакль! Не спасает даже Меньшиков. Плоские шутки насчет масок и Ковида, стилистика а ля 90, когда разрешили говорить о том ,что было ранее запрещено. От классики не осталось и следа, человек, не читавший Уайльда ничего в спектакле не поймет. Много зрителей ушло в антракте. Молодые актеры играют плохо. Полное разочарование, я поняла, по жидким аплодисментам, что не я одна такого мнения о спектакле. Меньшиков хочет потрафить молодежи, добавив в спектакль современные технические новшества,камеры, экраны и т.п., но и это не спасает действо, происходящее не сцене."
negative,"Полуторачасовой поток плоских шуток и фактов про власть. На сцене всего 2 артиста. Не происходит ни убийств, ни насилия, но все равно они выражают свои эмоции с помощью ора. Было всего ~5 матерных слов за весь спектакль. Однако и в них, на мой взгляд, не было нужды. "
negative,"14.03.21 г. в г. Тюмени - посмотрели спектакль ""Зойкина квартира"",  больше половина Зала ушло, тяжело для восприятия, многое не понятно и нудно...Много курили на сцене! Спектакль не для всех."
negative,"Я увидел в этой пьесе попытку сделать трагикомедию о приключениях эмигрантов из пост-советской Прибалтики в Великобританию. Местами получилось даже смешно, но в общем очень затянуто и скучно. После этой пьесы я с большой осторожностью буду относиться к прибалтийской драматургии."
negative,"Не хочу сказать, что это было плохо. Это было ужасно. Неестественная игра актеров, примитивный сценарий, глупые шутки, моментами смотреть было стыдно, пожалела, что не ушла после первого действия. Кроме того, попала на состав актеров, который изначально не был заявлен. Потраченного времени жаль."
negative,"Не хочу сказать, что это было плохо. Это было ужасно. Неестественная игра актеров, примитивный сценарий, глупые шутки, моментами смотреть было стыдно, пожалела, что не ушла после первого действия. Кроме того, попала на состав актеров, который изначально не был заявлен. Потраченного времени жаль."
negative," Тусовка быдловатых мужиков Конечно этот спектакль собирает зрительный зал, только за счет громкого названия : «Только для женщин»! И, мы ожидаем увидеть Вау! В итоге, полное разочарование! Начинается спектакль с мата на сцене! С разборок! Я пришла на спектакль отдохнуть, расслабиться, а не на разборки)) В общем мужики пьют пиво и тупо друг на друга орут. Шутки слабоватые, пошлые, они как будто просто дурачатся на сцене. В конце думаешь – ну хоть посмотрю как танцуют, люблю пластичных мужчин. Но, даже тут полный облом! Ни какой пластики, просто тусовка мужиков)) Которые в конце показывают голые жопы))))) И музыка – просто уже прошлый век! Заезженные треки, например этот гангман стайл! Смените музыку, побольше плавных движений, побольше танцев, и без мата, и было бы супер, а так, просто пародия какая то жалкая "
negative,"Не совсем понятно,чем так может зацепить данный спектакль зрителя. Сюжет поверхностный,образы героев не проработаны. Никакой искры не ощущается. В принципе ничего не ощущается. Вокальные данные у второстепенных героев намного лучше,чем у главных действующих лиц."
negative," Тусовка быдловатых мужиков Конечно этот спектакль собирает зрительный зал, только за счет громкого названия : «Только для женщин»! И, мы ожидаем увидеть Вау! В итоге, полное разочарование! Начинается спектакль с мата на сцене! С разборок! Я пришла на спектакль отдохнуть, расслабиться, а не на разборки)) В общем мужики пьют пиво и тупо друг на друга орут. Шутки слабоватые, пошлые, они как будто просто дурачатся на сцене. В конце думаешь – ну хоть посмотрю как танцуют, люблю пластичных мужчин. Но, даже тут полный облом! Ни какой пластики, просто тусовка мужиков)) Которые в конце показывают голые жопы))))) И музыка – просто уже прошлый век! Заезженные треки, например этот гангман стайл! Смените музыку, побольше плавных движений, побольше танцев, и без мата, и было бы супер, а так, просто пародия какая то жалкая "
negative,"Плохо слышно, актёры ходили туда-сюда(( ушли в антракте"
negative,"Скучно, затянуто, неинтересно.Смотрел в своё время в главной роли с Еленой Гоголевой в главной роли - это было нечто.С Голубкиной- одно слово - не верю! Ушли как и большинство зрителей в антракте, Эту тягомотину смотреть невозможно!"
negative,"Калейдоскоп говна через призму современности. Не советую. Актеры молодцы, но тему про рашку какашку уже заездили. Ася Волошина, не пишите, это ужасно (надеюсь вы уже нашли другую родину). Драматургия отстой."
negative,"Грусть-тоска, первое посещение спектакля в самом МХТ, а не на гастролях и такое разочарование. Верник - молодец, обаятельный и пластичный, очень милый Гаас Олег. На этом все(( Юмор на уровне Кривого зеркала, так что если вы привыкли к сильным постановкам уровня Бутусова, Фокина и других, то этот спектакль точно мимо"
negative,"Актеры не имеющие ни слуха ни голоса пытаются петь текст в какие-то трубки от пылесосов торчащих из пола, таскают взад-вперед прозрачную занавеску из пленки и делают вид, что показывают спектакль, точнее как заявлено в афише «мюзикл», ну на этом в целом собственно и всё. Первый акт, зал сидел тихо, без намеков на смех, хотя актеры и бубнили шутки себе под нос, хотя, изредка где-то был слышен смешок одного человека, осмелюсь предположить, что это был сам режиссер-постановщик. Зрелище поистине жалкое. Крайне странно, что режиссеру постановщику и актерам не стыдно показывать такое детям. Очень жаль потраченного времени!"
negative,"4 часа ни о чем. Юмор - чистая петросянщина. Ни одноы действительно смешной шутки за весь спектакль. Развития сюжета нет от слова совсем, актёры переигрывают, видимо, пытаясь как то разнообразить бессмысленный сценарий." 
negative,"Плоская, скучная, вульгарная постановка, которую не спасает игра неплохих актеров."
negative, Сижу сейчас на шоу и даже не сдержалась чтобы написать!Кошмар!перед входом зрителям что то увеселительное выдавать надо за такие деньги особенно!медленные не смешные клоуны!кучу мусора кидают в зал и обливают водой первые ряды!чего бы за такие деньги явно не хотелось!смысловой нагрузки просто ноль!лет 25/30 назад это показывали и тогда то не кто не смеялся!но с этим делать шоу???ну могу сказать браво отделу пиара и рекламы кто продал это чудо людям кто не прочитатал отзывы до!тут только маркетинг молодцы!в зале очень громко/клоуны со всем залом орут/в глаза зрителям светят фонари!жуть просто 
negative,"Одно из худших театральных выступлений, которое я посещал, очень жаль потраченного времени и денег. Я не увидел представления - только набор каких-то непонятных действий, криков и шума. Игра актёров совсем не вдохновила, такое ощущение, что игры и не было."
negative," В Вероне славной нас не встретили события. Если хотите потратить время без пользы и интереса то сходите во мхат на Ромэо и Джульетту. Почему плохо по пунктам. 1. Актеры. Ромэо лицо красивое, открытое, мужественное. С таким лицом хорошо выходить из шахты, сеять рожь, но не играть утонченного шекспировского Ромэо. У Джульетты какая-то беда со звуком: все общение проходит на ультразвуке тяжело всем, а собакам вообще смерть так что на спектакль их не пускают. Остальные актеры смеются охотно, много и, чаще всего, невпопад. 2. Декорации. Прочитал отзыв, что за счёт легких декораций сцена кажется воздушной и легкой. Возможно я пропустил ,когда слова «воздушный» и «легкий» стали синонимами слова «пустой». 3. Костюмы. С одной стороны хорошо, что они есть. С другой лучше бы их не было. Помните Мерлин Монро устроила фотосессию в костюме из мешковины? Ну вот здесь то же самое, но ещё и в трико. Часть актеров играют в пиратских повязках, напоминающих банданы. Или ловкий режиссерских ход или осталось от других постановок. 4. Перевод. Пастернака адаптировали под современные реалии. Это не плохо, но и хорошего мало. Вывод: мы ушли в антракте. Побоялись досматривать, что придумают в финале. "
negative,Непонятно о чем крякающие женщины в начале спектакля не подходящая музыка и одновременные разговоры на уровне крика не позволяют воспринимать текст Вампилова.
negative,"Полная дребедень, хотелось уйти уже после первого действия, жаль, что не ушли."
negative,Зря потраченное время. Это просто ужас. ПОловина зала ушло в первые 15 минут. 
negative," Этот спектакль, я думаю, вполне мог идти на театральной сцене лет 100-120 назад. Серое небо, грозовые тучи, северный ветер рвет плакаты на стенах домов. А в тесном зале тепло и уютно, известный поэт из символистов представляет публике свое новое творение. На маленькой сцене разворачивается история встречи и любви Александра Великого и Таис, гетеры из белого города. Снова оживают герои былых времен и потомки богов сходят на Землю... Таис отдаст Александру любовь, она преподнесет ему мир, она предложит ему добро... Но нужны ли эти дары тому, что возомнил себя богом, кто решил завоевать мир до пределов Ойкумены? Я люблю театр Луны, это совершенно ""мой"" театр, я могу туда пойти вообще не глядя на афишу, ибо мне нравятся в нем практически все постановки. Эта исключением не стала. Странное действо между реальностью и явью, зыбкое, неясное. Сон? Реальность? Женщина? Богиня? Спектакль очень интересно поставлен. Обычно я ругаюсь, если герои на сцене мало действуют, а только произносят текст. Но тут персонажи обычно застывают во время диалогов и монологов других действующих лиц. И смотрится это великолепно, потому что весь пафос, цветистость образов, красивость слов предусмотрены изначально, это средство показать нам иной мир, в котором люди встречаются с полубогами. И еще тут есть явные отсылки в античному театру, когда зрители еще не слышали знаменитого ""Не верю!"" и искренне рукоплескали актерам в масках и на котурнах. Спектакль потрясающий. Хотя, признаюсь, я весь первый акт никак не могла понять, что имел в виду автор. Красиво? Да. Ошеломляюще? Да. Но в чем смысл-то? Во втором акте головоломка сложилась. Все стало понятно, Проханов, режиссер-постановщик, подводит зрителей к определенным выводам. Но делает это не в лоб, а осторожно, делая намеки и аллюзии. И сама постановка запредельно красива. Изящная, как древняя статуэтка, Наталья Стешенко в роли Таис двигается так, что ей могут позавидовать древние танцовщицы. Она обольстительная, умна и добра. Александр (М. Щеголев, которого я недавно видела в спектакле ""Ночь нежна"" в роли Дика) - воистину царь и повелитель, уверенный в своей счастливой звезде. Его друг и соратник Птолемей (В. Тягичев) - храбрый солдат, но недалекий человек. Аристотель - мудрец и трус. Падший титан Дарий (Д. Новицкий) вызывающий и жалость и восхищение. Милий - верный слуга, простак, готовый всегда помочь своему господину... Казалось бы, это образы без полутонов. Но, возможно, они и были такими, наши далекие предки, от которых нас отделяет 23 столетия. Они привыкли жить, не заглядывая в завтра, здесь и сейчас. Костюмы не являются копиями античных и даже не являются их стилизацией. Но они подчеркивают красоту Таис, мужественность македонских полководцев, богатство восточных сатрапов, аскетичную статусность афинянина. Декорации просты, одна и та же вещь нередко играет несколько ролей. Ванна в форме раковины превращается в подставку и в футляр, огромная отливка с ликом Александра Двурогого становится жертвенником и пр. Минусы. Сниженная лексика в устах Александра. Не часто, но иногда прорывается. Почему? Потому что это трагический персонаж, выражающийся несколько пафосно и выспренно. Ну, не говорит трагик ""Чё приперлись?!"" Это не его интонации. Для комических эффектов в спектакле есть пара Аристотель-Милий, вот они за всех клоунов отдуваются и весьма неплохо. А Александру не надо бы так. Птолемей - ладно еще, что взять с солдафона. А тут такая лексика явно ломает образ. Господа, спектакль хороший, очень хороший. Он не имеет отношения ни к книге Ефремова, ни к реальной истории (Аристотель не был в Персии, Александр не возвращался в Элладу после битвы с Дарием и пр.). Но он очень красив, хорошо поставлен и заставляет о многом подумать. Искренне рекомендую. Только помните про то, что все сложится именно во втором акте. "
negative,"Из того что было в театре вызвать хоть какую то эмоцию может только игра Чулпан Хаматовой.Остиальное-отстой!Но сидеть три часа ради финальных двух минут с Хаматовой яно не стоит.Спектакль плох и точка. Роман, какие финальные две минуты? Чулпан Хаматова постоянно на сцене. Она играет во всех рассказах. И, судя по тому, что Вы ее не узнали перевоплощение абсолютное! Только ради этого можно сходить и посмотреть этот спектакль. Придумано интересно и сыграно лихо! Хаматова и Миронов там просто восторг! Остальные тоже молодцы. "
negative,"Вечер прошёл необычно, это точно. Голоса хорошие, тексты не так чтобы уж очень. В антракте часть людей ушла. Сюжет не новый, обыгран плохо. Актеры переигрывают."
negative,"Это худший спектакль , который я смотрела ! Жалко потраченного времени"
negative,"Ужасно! Туалетный юмор, распитие алкоголя на сцене вместе с деградирующими персонажами!!! Нет ценностей вообще, провозглашается деморализация!!!"
negative,Фигня несусветная. Пыль и кривляния. Смотреть противно.
negative,"Постановка не понравилась. Все очень затянуто, причем не ясно для чего, т.к. не передается ни атмосфера, ни смысл произведений, ничего. Игра отдельных актеров также оставляет желать лучшего и часто напоминает просто бездумное воспроизведение заученного текста. Досмотреть до конца не хватило сил, причем были не единственными, кто ушел. Жаль потраченного времени и денег, ожидала явно больше, т.к. люблю произведения С. Довлатова. "
negative,Смотрели осенью 2019. Было стыдно и противно. Ушли в антракте...
negative," В субботу 08.02.2020 сходили с детьми (8 и 12 лет) на долгожданный спектакль ""Тобио: Мастер кукол"" в театр МОСТ. Были в основном помещении театра впервые, и оно поразило нас своим крошечным размером, особенно гардероб, но тут ничего не поделаешь, приходится смириться. Дочери понравилось в спектакле ""всё-всё-всё"", сын сказал, что нормальный спектакль, а меня он откровенно разочаровал. Дело в том, что если читать информацию на сайте, то: ""Пьеса о фантастическом приключении мальчика Тима написана в соавторстве режиссером Георгием Долмазяном и исполнителем главной роли актером Фамилем Велиевым"", но нигде нет ссылки на то, что идеи взяты из сказки ""Тим Талер, или Проданный смех"" 1962 года. Это сказочно-философская повесть немецкого писателя Джеймса Крюса. Также есть 2-х серийный советский фильм ""Проданный смех"" 1981 года. Мастер кукол Тобио забирает у мальчика воспоминания (в книге Джеймса Крюса- смех), рассуждения о счастье в обоих случаях, даже чтение имён наоборот: Тобио - Ойбот (в книге: Трёч - Чёрт), имя главного персонажа Тим и т.д. Как правило, ссылка в таком случае необходима. Всегда приятно ходить на новые необычные спектакли, но здесь вариант переделанного хорошо забытого старого. Если абстрагироваться от данного положения вещей, то первое действие мне не понравилось совсем, потому что оно рассчитано на взрослых, может быть ещё на подростков, дети младшего школьного возраста и дошкольники не понимают иронию адресованную взрослым. Спектакль заявлен с 6 лет, среди зрителей было 2 подростка, а остальные дети, как моя дочь и в основном младше. Путешествия Тима в Индию и в Венскую оперу своеобразные, особенно это касается Индии, где есть Павлин-раджа. А вот со второго действия уже становится лучше, когда Тим попадает в незавершенную Тобио комнату с куклами из Америки времен Гражданской войны. Мне кажется было бы лучше добавить хотя бы ещё одну или две комнаты, но сын утверждал, что логика здесь есть, так как эти комнаты являются мечтами семьи, кто куда или что хотел. Что касается игры актеров, то она весьма посредственная, кроме Мастера кукол Тобио (Фамиль Велиев) и где сыграна была сцена про Америку. Мы со старшим сыном были на спектакле ""Сирано"", где Фамиль Велиев играет в главной роли, так тогда был полный восторг от игры всех актеров. Роль Тима исполняет Полина Шашуро, хорошо знает текст, нормальная дикция, но струны души не затрагивает абсолютно. Взрослые и подростки сразу видят, что мальчика играет девочка, дошкольники и младшие школьники удивляются, вообще, они не задумываются над этим вопросом пока не спросишь. Понимаю с экономической точки зрения из чего складывается стоимость билета, но для такого уровня спектакля цена может быть ниже, неоправданно завышена. "
negative," Всегда был большим поклонником «Современника». И сегодняшний спектакль - очередная приятная страница в жизни. Интересная постановка. Многогранный и эрудированный Игорь Иванович открыл очередную грань своего таланта. Шикарная постановка. Великолепный подбор актеров. Михаил Олегович вызывает ощущение что не играет, а живет на сцене. Потрясающе. Старая школа, старая гвардия все ещё в седле и молодым есть чему у них поучиться. Мат очень лаконично вписан в эту историю. Его отсутствие превратило бы этот замечательный спектакль в балет. Кстати, в балете мата нет)) а в произведениях русских классиков, был, есть и будет. Отдельно хочу отметить музыкальное сопровождение спектакля. Музыка, будоражит, бодрит, заводит. Иногда, не произвольно начинаешь подпевать) Спасибо художественному руководителю театра - Галине Волчек за то, что не смотря на риск, ставит такие спектакли в репертуар замечательного театра «Современник». Браво!!! "
negative," Была несколько лет назад на этом спектакле, запомнился актерами и интересной сценографией. Жалко, что больше нет в репертуаре, сходила бы еще раз. На Зудину прямо модно наезжать во все времена было, хорошо, что не видела отзывов. Она очень хорошо играла Бланш, так как видела ее она и режиссер. Прекрасная артистка, желаю ей много новых работ. И все другие актеры - браво! Хороший ансамбль был. И Пореченков забавно дарил цветы Трухину на поклоне) "
negative,Очень плохо играли актеры...испортили всю драматургию.Жаль!!!!
negative,"Мучительное дежавю - этот уровень когнитивной силлогистики о честности, дружбе, любви и изменах всеми давно пройден, пережит и забыт, не вызывает сегодня ни юношеской рефлексии, ни актуальных коннотаций. Комсомольские идеологемы о преодолении нравственных барьеров устарели просто с исчезновением самих барьеров, а душевный эксгибиционизм персонажей разбивается о прямолинейность их экзистенциальных посылок и торпидный бэкграунд. Увы, ни актеры, ни режиссура не продемонстрировали чего-либо, не бывшего в употреблении ранее. Ситуацию не спасают ни обсценная лексика, ни беседы со зрителями в формате стройотрядовского костра, ни забавные реминисценции босоногой героини о потрясшем ее ""анальном оргазме"". Спектакль безнадежно расходится с текущим социологизированно-культурным мейнстримом, он катастрофически несовременен, что недопустимо для андеграунда. "
negative,"Давно хотела сходить на данный спектакль, начитавшись положительных отзывов.увы! Не получилось) актеры -профессионалы, но от спектакля впечатление как от профессиональной читки. Первую часть читала и ничего нового спектакль не принес в прозу. Вторая часть задумывалась видимо как ""шукшинские рассказы"", но лёгкости нет, а есть набор штампов и ""старые песни о главном"". Публика на ""старые песни о главном"" реагировала положительно... Жаль потраченного времени"
negative,"Название ""Маки"" - не вяжется с постановкой, лишь одна мысль промелькнула, что трезвым такое не придумать. Это какое-то дно, а не спектакль.  Я люблю театры, бывает что-то нравится больше, что-то меньше,но такое я видела впервые. Очень пошло, грязно. Спектакль состоит из пошлых сцен, разгульной жизнии, пропитанной алкоголем и табачным дымом. В этом спектакле опустили личности  великих шахматистов, показав их бабниками, алкоголиками с растройством личности. Шутки в спектакле близки к ""сартирному"" юмору. Муза шахмат- Каисса представлена в виде вульгарной, глупой дамы. Сами шахматные партии, подготовка, турниры как бы вырезаны. Ощущение бреда. Очень обидно, потому что идея интересная - противостояние Капабланки и Алехина, но реализация чудовищная.  Жалко актеров, что им приходится участвовать в этой постановке.Это был мой первый поход в театр ""Луны"" и последний.P. S. Болит голова и подташнивает.Каким представляет своего зрителя постановщик, если считает, что ему должно понравится - ЭТО...Не тратьте время и деньги."
negative,"Это настолько убого, что сложно описать. Не интересно, не смешно, глупо. Второй раз в жизни хотел уйти со спектакля, не ушёл только потому, что позже вечером улетал из Москвы и сэкономленный час девать было некуда."
negative,"Так исказить произведение... Я даже не назову это каким-то исключительным индивидуальным почерком режиссера - постановщика, это просто бездарность и безвкусие"
negative,"Оценка две звезды из пяти идеально соответствует содержанию спектакля. Один балл за Жанну Эпле, профессионально отыгрывающую Джокера, а второй за хорошо выученный текст."
negative,Прекрасный спектакль! Полное погружение в эпоху декаданса. Тумайкина великолепна! Рекомендую!
negative,"Спектакль в Пензе оставил один негатив.. смысл даже взрослому в показанном трудно уловить...его просто нет, половину шоу не сыграли..деньги собрали, поехали дальше.. очень разочарована."
negative," Беларусь, город Борисов 17.04.2023г Цена билета для города населением меньше 150тыс - 75 бел.р.(2100рос.р) и это 15 ряд, сцена далеко впереди! Это нереально дорого!!! Полное неуважение к зрителю: -Актрисы Юлии Такшиной-нет. Но на афише она есть, и я больше, чем уверен, что почти полный зал был набран ради того, чтобы посмотреть на её игру! Но актрисы нет, выходит просто обманули! Сама постановка со своими диалогами и сюжетом даже не дотягивает до уровня сериала «Слепая».. Главный персонаж что-то мямлит невнятное и ничего не понятно. Все кривляются, при этом юмора- нет вообще, как и актерской игры Как тут уже писали выше, просто вышли Прочитали текст и ушли.. Очень разочарованы!! Никому не рекомендую тратить время и деньги на это дерьмо(да именно такое слово, потому что оно очень часто употребляется в спектакле) Как итог- получили эмоции, только крайне негативные, но тоже эмоции. Спасибо. "
negative,"Один из худших спектаклей за все время посещения. Игра актеров очень слаба. Не пошёли бы, если бы знали."
negative,"Скучное, не смешное представление. Актеры 3 часа кривляются на сцене.  Есть непреодолимое желание поставить все на быструю перемотку.   Адски затянутые диалоги.   Вообще не комедия, фарс идиотизма и занудства! Сочувствую  если вы уже там."
negative,"В спектакле заняты предатели России! Вернулись,чтобы вновь зарабатывать,так как там они никому  не нужны! Все дерьмо возвращается! Люди,опомнитесь! Наши воины нас защищают,не предавайте русского воина! Будем едины! Не поддерживайте подобные проекты,с этими предателями!"
negative,"Это явно не Денискины рассказы, это 1/100 часть от его рассказов. Смотрели спектакль в РАМТе, это небо и земля."
negative," Если вы любите классический театр во всех его проявлениях, то данный спектакль лучше не стоит посещать. А если вы любите современные постановки? То можете сходить, но это не точно Больше нет, чем да По ощущениям , режиссер очень молод и решил поставить что-то современное Взял большие декорации, много дыма, шутки про «небинарные персоны», про рейв и конечно же раздел актеров, но до трусов, за что спасибо Хотелось что бы это было полным сюром, а на деле обычный капустник Но всё же спектакль хороший, смотря с чем сравнивать) "
negative,"Пошло, глупо, банально. Худший спектакль, который видели в Вахтангова. Присоединяемся к тем комментаторам, которые чувствовали себя инопланетянами среди этой хохочущей толпы. Причём пошли на Аронову после совершенно роскошных «Мертвых душ», спектакля исключительной сценографии, актёрской игры и стиля - и боже, как велик оказался контраст. По звезде за Аронову и Гришаеву, больше в этом шоу нет ничего вдохновляющего "
negative,"Были на спектакле «Город» сегодня, 25 июня 2022 года, в Чебоксарах. Начну с претензий к самой пьесе. Во-первых, хочется отметить её скучность. Понимаю, что это, возможно, якобы написано о том, что каждому знакомо и так далее... Но все диалоги настолько тоскливы, настолько банальны, настолько неестественны, что их уже не спасёт ни один хороший актёр. Глупо «вертеть» весь сюжет вокруг диалогов, вырезанных из типичных низкопробных российских фильмов и сериалов. Идея пьесы ясна, но вывернута донельзя и раскрыта плохо. Нет никакой наполненности, из-за чего не возникает интереса и погруженности в постановку. Также возмутил сексизм, который так и сочился ото всюду. В общем, пьеса точно не ориентирована на прогрессивную публику. Это просто драма ради драмы с периодически звучащими неуместными несмешными шутками. Полностью согласна с предыдущим оратором, который тоже остался недоволен. Не понимаю, для чего вообще ставить такую пургу. Выходит, «Школа современной пьесы» пьесы отнюдь не современной. Следом хочется отметить оплошности, допущенные с организационной точки зрения. Во-первых, изначально было неудачно подобрано место проведения мероприятия. Акустика без микрофонов у артистов в ДК им. Я. Ухсая просто никакая. И о микрофонах, которые были нужны, естественно, никто не позаботился. Мы сидели в середине зала, в амфитеатре. У моей бабушки тугоухость, соответственно, она ничего не услышала и расстроилась. Да и не только она. Люди, сидящие с нами в одном ряду и позади нас, то и дело бормотали «ничего не слышно», «ничего не понятно». Неприятно. Но бизнес есть бизнес, поэтому организаторы предпочли маленькому уютному театру, в котором всем было бы комфортно смотреть постановку, огромный зал с отвратительной акустикой. Видно, хотелось заработать как можно больше денег. К актёрам претензий нет. Сыграли отлично. Даже грамотно обыгрывали звонящие во время спектакля телефоны нашей невоспитанной публики. Я пришла ради Джульетты Геринг. Она потрясающая! Но, к сожалению, это не спасло впечатление от мероприятия. Спектакли в том же Камерном, Русском драмтеатре нашего города намного увлекательнее и актуальнее для сегодняшнего общества. Поставлены тоже в разы лучше! Вчера ходили на «Мёртвые души», срежиссированные Игорем Милосердовым. Билеты по цене в два раза дешевле, а удовольствие получили безграничное. В случае с «Городом» у нас всё решила реклама и проведение розыгрыша «яблочной» техники после представления. Ну и, конечно, повлияла известность актёров. Категорически не рекомендую спектакль «Город» к просмотру, если вы адекватный прогрессивный человек с актуальным чувством юмора и хорошим вкусом."
negative,"Ужасно просто, ни уму, ни сердцу. Вычурно, скучно и пошло: одни обтянутые трико тела.... Нет ощущения полной истории, смысла (какое уж там послевкусие!), какие-то пафосные сцены на повышенных тонах. Актеры, конечно, стараются, просто жалко их, молодых, красивых, исполняющих такую муть. "
negative," Посмотрела, правда не в реальности, а по телевизору случайно. Думала, что это по телеку такая плохая трансляция, что ничего непонятно. оказывается народ тоже ничего не понял, что говорят. Как шизовый артхаус, мне понравилось, но только Грибоедов тут ни причем совершенно. С мамой посмеялись, гадая, что же будет дальше. Особенно на сцене перекатывания колечек ))) До сих пор интересно, как в школе - ""что хотел сказать автор?"" Глубинный символизм такой ) Кстати, в интернет среде есть даже название этому явлению - ""Я Тарковский"" называется ))) А Молчалина, имхо, должен играть человек моложе и тише ) "
negative," Был на спектакле 02.02.2019. Это был 100-ый, финальный показ спектакля. Теперь его закрыли навсегда. Нет уже, наверное, особого смысла делиться впечатлениями от увиденного, ведь все равно его уже никто и никогда не увидит, но всё равно хотел бы написать пару строк. Сам роман Джеймса Джойса я, к стыду своему, не читал. И вряд ли прочту. Уж больно меня пугают отзывы, называющие это произведение сплошным потоком сознания. Спектакль, кстати, в некотором роде тоже явился своеобразным потоком сознания, не всё в нём было понятно, но кое-что всё-таки понятно. На мой вкус, в «Улиссе» просто фантастическая работа художника по свету, это почти так же красиво, как в спектакле «Отравленная туника», который тоже, к сожалению, снят. Думаю, что это некая тенденция, следующим будет опять выведен из репертуара спектакль, в котором так же на высоте работа специалиста по свету. :) Спектакль хорош не только с эстетической точки зрения. В нём и актерские работы весьма вдохновенны. Мне лично понравилось то, что делали Роза Шмуклер (слава Богу, что не Вера Строкова играла эту роль в заключительном показе) и Полина Кутепова. 15-минутный монолог последней в конце спектакля, так это вообще шедевр. Может быть и были какие-то минусы, но я не могу выделить ничего явного. Как целостное произведение, этот спектакль однозначно состоялся. Было интересно наблюдать, как в то время, когда зрительный уже опустел, на сцену вышел Евгений Каменькович и навернул несколько блуждающих кругов по ней, тем самым навсегда прощаясь со своим творением. Это был очень интимный и трогательный момент. Из печальных моментов могу вспомнить, пожалуй, только невоспитанных зрителей. Справа от меня сидели, видимо папа и дочь. Кто-то из них иногда отбивал чечетку каблуком во время спектакля и вибрация распространялась и в мою сторону. Женщина слева от меня, к сожалению, не могла так же самозабвенно предаться чечётке, просто потому что пришла на спектакль в кроссовках. Но это не помешало и ей немного похулиганить. Она в третьем действии достала свернутую программку из сумочки (кто не знает – программка формата А3), поставила её на ребро у себя на коленях и пыталась удерживать баланс, чтобы программка стояла на ребре. Нет, ну скажите, зачем вот так делать? Она и сама переживала упадёт/не упадёт, ещё и всех окружающих завела. Я переживал и волновался. Дама на втором ряду передо мной принесла с собой в театр масло для рук и, чтобы не тратить время дома, видимо, втирала этом масло прям на своём месте. Все кутикулы обработала. Старательная. Девушка, сидевшая через одного человека от меня, как раз рядом с кроссовками, так волновалась во время знаменитой сцены с качелями, что не могла сдержать чувств и устроила показательные шуршания программкой, которая также как и балансировщицы, лежала у нее на коленях. Ну неужели нельзя свернуть программку, чтобы не мешать соседям? За мной сидел мужчина, который своим выкриком «браво» испортил всю концовку… Это же такой атмосферный момент, когда герои увозят Полину Кутепову на подушках за кулисы… Это же произведение искусства! Как же можно портить ещё не закончившийся спектакль своими неэстетичными криками? Несмотря на всех этих невоспитанных граждан, я рад, что успел вскочить в последний вагон уходящего поезда и приобщиться к сказочному произведению искусства о котором буду вспоминать, уверен, очень долго. "
